OBJECTID,NOMBRE,DIRECCION,SUPERFICIE,PROPIEDAD_TERRENO,DETALLE_PROPIEDAD,ROL,USO_AREA_VERDE,DETALLE_USO_AREA_VERDE,AGNO_APERTURA,COSTO_CONSTRUCCION,FUENTE_FINANCIAMIENTO,DETALLE_FUENTE_FINANCIAMIENTO,ADMINISTRACION,DETALLE_ADMINISTRACION,COSTO_ANUAL_MANTENCION,SUMINISTRO_RIEGO,DETALLE_RIEGO,CONEXION_RED_AGUA,BAÑOS_ASISTENTES,BAÑOS_TRABAJADORES,NIVEL_CONSOLIDACION,TIPO_ACCESO_PUBLICO,COSTO_INGRESO,JUEGOS_INFANTILES,CANCHA_FUTBOL,MULTICANCHA,MAQUINAS_EJERCICIOS,ZONA_PICNIC,OTROS_EQUIPAMIENTOS,ESTACIONAMIENTOS_DISCAPACITADOS,BAÑO_DISCAPACITADOS,RUTA_ACCESIBLE,JUEGOS_ACCESIBLES,OBSERVACIONES,Capa,Programa,COM,REGION,PROVINCIA,Shape_Length,Shape_Area
1530,Plaza Torreblanca,,6270.20175348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13109,13,131,0.00333718478473388,6.08849090173255e-07
1531,Plaza America,,7537.28007472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13131,13,131,0.00380040344103659,7.3175007174207e-07
1532,BANDEJÓN,,30004.90104887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13114,13,131,0.0128378581371626,2.90917815397827e-06
1533,Área verde Casa Piedra,Avenida San José María Escrivá de Balaguer,13266.47948749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13132,13,131,0.00636187224764314,1.28587100561609e-06
1534,Plaza Avda. Ovalle,,8495.29443903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13116,13,131,0.00875107629017812,8.24464233012331e-07
1535,Plaza Pegaso,,6132.24970364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13116,13,131,0.00561276845386242,5.95257548740166e-07
1536,Plaza Las Torres,,10688.65297562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13116,13,131,0.0137654108686506,1.03754769571565e-06
1537,Plaza Las Torres,,11860.30027926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13102,13,131,0.0112251926914134,1.15081666743029e-06
1538,Plaza San Matías,,10041.49921228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13112,13,131,0.00858732305178126,9.75221576334063e-07
1539,Plaza Pucará,Calle Pucará,13817.47734802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13120,13,131,0.00499972814427325,1.34020225437515e-06
1540,Plaza Uruguay,Calle Guillermo Acuña,7532.25140783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13123,13,131,0.00334299659246745,7.30503879766894e-07
1541,Plaza La Alcaldesa,Avenida Francisco Bilbao,12850.66667225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13123,13,131,0.00473755931017505,1.24628495385646e-06
1542,Plaza Guillermo Franke,Calle Román Díaz,6602.38686763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,13120,13,131,0.00334884328079965,6.40398344161796e-07
1543,D2083 Concha y Toro  Angel Pimentel,Concha y Toro  Angel Pimentel,18310.78810285, , , , , ,,16301706.686566, , ,MUNICIPAL, ,1505364.802264,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0116734371482559,1.77973482917102e-06
1544, , ,10247.03637472, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0104373523600241,9.95928974944349e-07
1545, , ,11543.36359851, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0163748986846661,1.12179330191326e-06
1546,D2116 Roberto Pino  Genaro Salinas (costado cancha),Roberto Pino  Genaro Salinas (costado cancha),9465.09527566, , , , , ,,11315472.161885, , ,MUNICIPAL, ,490140.992164,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,Sí,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0060056618240035,9.19936921201233e-07
1547,D2117 Roberto Pino  Gabriela Mistral . Janequeo (costado cancha),Roberto Pino  Gabriela Mistral . Janequeo (costado cancha),22810.60427416, , , , , ,,14150453.681804, , ,MUNICIPAL, ,612941.051681,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00640697480235366,2.21682683450305e-06
1548,D2075 Patinodromo,Patinodromo,6347.99793289, , , , , ,,28583649.968873, , ,MUNICIPAL, ,2639528.572726,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,Sí,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00313279155372918,6.16909270458046e-07
1549, , ,6349.07331457, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00396382741637938,6.16713838958985e-07
1550,NO ENCONTRADO EN PLANO PDF, ,11894.23024618, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0113431123724276,1.15526696796546e-06
1551, , ,9656.6627755, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00451051539273558,9.37979345753095e-07
1552,C2016 Creta/La Primavera/Koiko,Creta/La Primavera/Koiko,8073.20880935, , , , , ,,12680110.712961, , ,MUNICIPAL, ,1170932.143678,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00770852754112345,7.84149288632605e-07
1553, , ,16795.75400823, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0199392495687801,1.63211053406214e-06
1554,C2036 Creta Mar Egeo,Creta Mar Egeo,26995.38443217, , , , , ,,44882546.977639, , ,MUNICIPAL, ,4144633.918103,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0251542894998546,2.62284145198066e-06
1555,C2087 Costado pozos,Costado pozos,22467.72553739, , , , , ,,121098132.14024, , ,MUNICIPAL, ,11182685.914358,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0120911674349681,2.18293907085601e-06
1556, , ,6169.87017678, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00344890679027561,5.99541434360141e-07
1557,D1035 Ernesto Alvear  Av. Concha y Toro  Eyzaguirre,Ernesto Alvear  Av. Concha y Toro  Eyzaguirre,10502.00130974, , , , , ,,14234509.324001, , ,MUNICIPAL, ,1314471.529016,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,No,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0152538915907006,1.02050311020673e-06
1558,D1110 Cedrón  A. Manuel Bahamondes  4 Oriente,Cedrón  A. Manuel Bahamondes  4 Oriente,14910.11702903, , , , , ,,3393934.857219, , ,MUNICIPAL, ,313409.520455,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,No,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00905017191637017,1.44894147613936e-06
1559,D1072 Francisco CarbonellIsabel RiquelmeA. Sanchez,Francisco CarbonellIsabel RiquelmeA. Sanchez,37445.54688183, , , , , ,,9079256.52706, , ,MUNICIPAL, ,838414.864735,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00800740715286882,3.63871404563871e-06
1560,D1076 Eugenio Guzmán con Isabel Riquelme,Eugenio Guzmán con Isabel Riquelme,37445.54688183, , , , , ,,9478353.111414, , ,MUNICIPAL, ,875269.03972,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00800740715286882,3.63871404563871e-06
1561,D1084 Blanco EncaladaEnrique Faverio,Blanco EncaladaEnrique Faverio,16551.72679913, , , , , ,,40460130.679358, , ,MUNICIPAL, ,3736250.307455,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0100388753029695,1.60835367021927e-06
1562,D1082 Juan MackennaGenaro Prieto,Juan MackennaGenaro Prieto,91609.78994875, , , , , ,,20689553.092323, , ,MUNICIPAL, ,1910556.090757,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13110,13,132,0.201793434497638,8.89883303873072e-06
1563,Costados de casas  Enrique Campino, ,5855.00731526, , , , , ,,0, , ,, ,0,Mixto,"Pozo, Camión Aljibe",NO,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00348361246684804,5.68879996005677e-07
1564, , ,7476.99411235, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00348163719892486,7.26472047459433e-07
1565, , ,6339.48867454, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00844189254251819,6.15895479876687e-07
1566, , ,5009.04760708, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00319665339337628,4.86689032384167e-07
1567,A1062 Isaac al rincón,Isaac al rincón,6420.56524306, , , , , ,,3512812.744997, , ,MUNICIPAL, ,324387.180124,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,No,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00370513320553322,6.23838193563612e-07
1568,A1187 Cerro Pina,Cerro Pina,6094.00119135, , , , , ,,639660.748283, , ,MUNICIPAL, ,59068.832139,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,No,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00407880850615024,5.92048915104679e-07
1569,A1177 Los Faroles (2 áreas),Los Faroles (2 áreas),5692.81011133, , , , , ,,8693447.837861, , ,MUNICIPAL, ,802787.747139,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00579414658475656,5.53097917507285e-07
1570, , ,5120.12924732, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00304921846858508,4.97420536683427e-07
1571,B1032 ChayavientosBugambilia,ChayavientosBugambilia,6604.68566288, , , , , ,,26990144.687049, , ,MUNICIPAL, ,2492377.920981,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00592660522324211,6.41677202270436e-07
1572,B1037 Apostol Lucas  Maestro Palomo  Apostol Pablo (2 áreas),Apostol Lucas  Maestro Palomo  Apostol Pablo (2 áreas),14510.39587016, , , , , ,,5415498.606913, , ,MUNICIPAL, ,500088.803357,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0111867699793508,1.40961828754799e-06
1573,B1041 San Nicolás  San Marcos  Sta Daniela  A. Pimentel (2 áreas),San Nicolás  San Marcos  Sta Daniela  A. Pimentel (2 áreas),8176.50338606, , , , , ,,5060173.597516, , ,MUNICIPAL, ,467276.670689,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00764106172347623,7.9436876256211e-07
1574, , ,19405.10620254, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00538407615378883,1.88517822766747e-06
1575, , ,5281.26515902, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00857601509959643,5.13005360968883e-07
1576, , ,5503.65097187, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00712081873715911,5.34681614889318e-07
1577,C1015 Amadora,Amadora,31657.37652423, , , , , ,,1166388.442315, , ,MUNICIPAL, ,107708.974317,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,No,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0138638636786616,3.0755620533234e-06
1578,"Ejercito Libertador 3905  3899, Condominio Los Coigues", ,20357.3097651, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0102165609724183,1.97784637728554e-06
1579,C1033 Los Pimientos  Los Olivos,Los Pimientos  Los Olivos,22443.28997346, , , , , ,,5332960.764446, , ,MUNICIPAL, ,492466.928832,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0119410431760814,2.17959835196882e-06
1580,C1032 Los Alcornoques  Los Prunos,Los Alcornoques  Los Prunos,22384.5458698, , , , , ,,5092278.519611, , ,MUNICIPAL, ,470241.367615,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0122476151163418,2.17391035829584e-06
1581,B3210 Ojos del Agua  Portezuelo del Cepo (4),Ojos del Agua  Portezuelo del Cepo (4),16307.45261126, , , , , ,,19612933.524724, , ,MUNICIPAL, ,1811136.733407,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00664865454715354,1.58398008918339e-06
1582, , ,17606.01700886, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0104218503228573,1.7098071588017e-06
1583,B3230 Mapulemu  Pje. Copao  Conuco,Mapulemu  Pje. Copao  Conuco,11243.33466125, , , , , ,,3202812.019244, , ,MUNICIPAL, ,295760.473105,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,No,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0139651314549391,1.09260679618257e-06
1584,B3021 La Marqueza,La Marqueza,11589.23757283, , , , , ,,1465458.569613, , ,MUNICIPAL, ,135326.306152,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,No,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00520727956520184,1.126242688244e-06
1585,B3185 Pje. Senedero la Huella Oriente  Pje. Sendero la Huella Poniente,Pje. Senedero la Huella Oriente  Pje. Sendero la Huella Poniente,5018.24764474, , , , , ,,12506010.002312, , ,MUNICIPAL, ,1154854.987654,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00372940074530903,4.87678804195061e-07
1586,B3019 Diego Portales  Camilo Henriquez Tobalaba,Diego Portales  Camilo Henriquez Tobalaba,10435.22265533, , , , , ,,35790549.971619, , ,MUNICIPAL, ,3305042.546579,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0111777172670449,1.01410398375312e-06
1587,B3105 Sanchez Fontecilla  Av. Las Perdices (Sur  Poniente),Sanchez Fontecilla  Av. Las Perdices (Sur  Poniente),10036.97254901, , , , , ,,264090255.132883, , ,MUNICIPAL, ,24387150.519991,MEDIDOR AGUA POTABLE, ,SI,NO HAY,PORTATILES, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00389636201226624,9.75423201181961e-07
1588,B3264 El Risco,El Risco,6110.63998257, , , , , ,,34112727.3679, , ,MUNICIPAL, ,3150105.696061,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00360040350431249,5.93832738014057e-07
1589, , ,10036.97254901, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00389636201226624,9.75423201181961e-07
1590,A2037  Av. Eyzaguirre  Carlos A. Luco   Croacia, Av. Eyzaguirre  Carlos A. Luco   Croacia,8752.43119054, , , , , ,,42788258.81436, , ,MUNICIPAL, ,3951238.971953,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0222779464703606,8.50121171059679e-07
1591, , ,7070.14886758, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00650466016295488,6.86742758850372e-07
1592,A2030 Tomé  Eyzaguirre  Circunvalación,Tomé  Eyzaguirre  Circunvalación,8462.93216543, , , , , ,,4660779.058286, , ,MUNICIPAL, ,201886.305689,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0111975063427054,8.21963627399625e-07
1593,A2030 Tomé  Eyzaguirre  Circunvalación,Tomé  Eyzaguirre  Circunvalación,7661.37868701, , , , , ,,4559312.477328, , ,MUNICIPAL, ,197491.179268,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00415224720842804,7.44118708120934e-07
1594,A2030 Tomé  Eyzaguirre  Circunvalación,Tomé  Eyzaguirre  Circunvalación,7661.37868701, , , , , ,,4782275.985302, , ,MUNICIPAL, ,207149.066579,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00415224720842804,7.44118708120934e-07
1595,A2036 Finlandia  Marcos Perez  Camino Internacional (Oriente),Finlandia  Marcos Perez  Camino Internacional (Oriente),130670.34380861, , , , , ,,25781128.604627, , ,MUNICIPAL, ,2380732.539866,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0151587941359328,1.26995952092404e-05
1596, , ,11541.83878988, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00494025057393757,1.12173035618854e-06
1597,A2076 Costanera  Holanda  Laja  Liimite Oriente,Costanera  Holanda  Laja  Liimite Oriente,5253.88189413, , , , , ,,4048626.782717, , ,MUNICIPAL, ,175370.31772,MIXTO,"Pozo, Camión Aljibe",NO,NO HAY,NO HAY, ,GRATUITO,0,No,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00616218161656953,5.10643031705794e-07
1598,A2100 Lago Vergara,Lago Vergara,6647.05768355, , , , , ,,6979910.716196, , ,MUNICIPAL, ,644552.875176,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00407682521018147,6.46044596179958e-07
1599, , ,6116.38002387, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0063291322805985,5.94480180625409e-07
1600, , ,5933.66429353, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00560906733122417,5.76704468482639e-07
1601,A2012 Los Loros entre Noruega y Holanda(Pza. Alessandri),Los Loros entre Noruega y Holanda(Pza. Alessandri),5006.41196944, , , , , ,,91659599.738485, , ,MUNICIPAL, ,8464214.078251,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00517452161337048,4.86601480961661e-07
1602, , ,6318.95519178, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00343964955974321,6.14155513894283e-07
1603,B2112 Cerro La Ballena  Nuevo Continente,Cerro La Ballena  Nuevo Continente,9844.15438103, , , , , ,,5132902.96309, , ,MUNICIPAL, ,473992.791224,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00767268359495436,9.56776222306081e-07
1604,B2010 Los Gomeros  Los Gladiolos  Nemesio Vicuña,Los Gomeros  Los Gladiolos  Nemesio Vicuña,6227.04717812, , , , , ,,7813917.269869, , ,MUNICIPAL, ,721568.376369,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00542461304613534,6.05105959247567e-07
1605, , ,25205.70649232, , , , , ,,0, , ,, ,0, , , ,NO HAY,, ,,0,,,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.046920877518515,2.44847707626388e-06
1606,B2007 Los Magnolios  Los Cedros,Los Magnolios  Los Cedros,5999.35534937, , , , , ,,6475955.390715, , ,MUNICIPAL, ,598015.6246,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0110017792878481,5.82717775566952e-07
1607,B2007 Los Magnolios  Los Cedros,Los Magnolios  Los Cedros,19559.88554338, , , , , ,,6494542.909876, , ,MUNICIPAL, ,599732.07047,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0260280941539136,1.90079979393848e-06
1608,B2005 Paris  Londres  Madrid,Paris  Londres  Madrid,12918.27061681, , , , , ,,8286912.077279, , ,MUNICIPAL, ,765246.608864,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.00734642629284189,1.2553774242462e-06
1609,B2160 Pichilemu  Cartagena,Pichilemu  Cartagena,19088.28867611, , , , , ,,5219315.622313, , ,MUNICIPAL, ,481972.481827,MEDIDOR AGUA POTABLE, ,SI,NO HAY,NO HAY, ,GRATUITO,0,Sí,No,,0,No,0,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,13201,13,132,0.0226504899999863,1.85523460457498e-06
